Type,Address,Price,Street Address,City,State,Zip Code,Sq. Feet,Href
New construction,"7200 Finsberry Way, Castle Pines, CO 80108","$474,990 ",7200 Finsberry Way ,Castle Pines,CO,80108,"1,920",https://www.zillow.com/homedetails/7200-Finsberry-Way-Castle-Pines-CO-80108/249983628_zpid/
New construction,"6869 Cross Bridge Cir # Frkl6l, Castle Pines, CO 80108","$822,590 ",6869 Cross Bridge Cir # FRKL6L,Castle Pines,CO,80108,"4,444",https://www.zillow.com/community/luxe-at-canyons/2082420498_zpid/
New construction,"6263 Kenzie Cir # Ev2d9e, Castle Rock, CO 80108","$511,990 ",6263 Kenzie Cir # EV2D9E,Castle Rock,CO,80108,"2,035",https://www.zillow.com/community/timberline-city-collection/2081394194_zpid/
New construction,"7119 Othello St # Z8vmif, Castle Pines, CO 80108","$534,990 ",7119 Othello St # Z8VMIF,Castle Pines,CO,80108,"2,255",https://www.zillow.com/community/castle-valley-river-collection/2086501674_zpid/
New construction,"1590 Candleflower Dr # 1hq6z4, Castle Pines, CO 80108","$606,490 ",1590 Candleflower Dr # 1HQ6Z4,Castle Pines,CO,80108,"2,893",https://www.zillow.com/community/gallery-at-canyons/2082420506_zpid/
New construction,"4864 Basalt Ridge Cir # 49xmwn, Castle Rock, CO 80108","$407,900 ",4864 Basalt Ridge Cir # 49XMWN,Castle Rock,CO,80108,"2,059",https://www.zillow.com/community/prelude-collection-in-ravenwood-village-at-terrain/2081043530_zpid/
New construction,"6500 Merrimack Dr # Kh6sqd, Castle Rock, CO 80108","$505,990 ",6500 Merrimack Dr # KH6SQD,Castle Rock,CO,80108,"1,673",https://www.zillow.com/community/skyline-ridge-at-castle-pines/2080665115_zpid/
New construction,"6177 Saddlesmith St # 39vy0r, Castle Pines, CO 80108","$484,900 ",6177 Saddlesmith St # 39VY0R,Castle Pines,CO,80108,"1,674",https://www.zillow.com/community/canyons-by-berkeley-homes/2081542820_zpid/
New construction,"315 Flagstick Pt # Yk41vp, Castle Pines, CO 80108","$715,900 ",315 Flagstick Pt # YK41VP,Castle Pines,CO,80108,"3,498",https://www.zillow.com/community/castle-valley-grand-collection/2088385329_zpid/
New construction,"6263 Kenzie Cir # Buxubw, Castle Pines, CO 80108","$666,990 ",6263 Kenzie Cir # BUXUBW,Castle Pines,CO,80108,"3,741",https://www.zillow.com/community/timberline-destination-collection/2081394187_zpid/
New construction,"7119 Othello St # 3d7sh7, Castle Pines, CO 80108","$449,990 ",7119 Othello St # 3D7SH7,Castle Pines,CO,80108,"2,135",https://www.zillow.com/community/castle-valley-town-collection/2086501665_zpid/
New construction,"6398 Leilani Dr # 2nz2lq, Castle Rock, CO 80108","$592,950 ",6398 Leilani Dr # 2NZ2LQ,Castle Rock,CO,80108,"3,190",https://www.zillow.com/community/landing-at-cobblestone-ranch/2078648482_zpid/
New construction,"315 Flagstick Pt # 2fchfq, Castle Pines, CO 80108","$626,900 ",315 Flagstick Pt # 2FCHFQ,Castle Pines,CO,80108,"3,083",https://www.zillow.com/community/castle-valley-monarch-collection/2088385336_zpid/
New construction,"6263 Kenzie Cir # D185qt, Castle Pines, CO 80108","$541,990 ",6263 Kenzie Cir # D185QT,Castle Pines,CO,80108,"2,757",https://www.zillow.com/community/timberline-city-collection/2081394191_zpid/
New construction,"7119 Othello St # Voaerf, Castle Pines, CO 80108","$528,990 ",7119 Othello St # VOAERF,Castle Pines,CO,80108,"2,132",https://www.zillow.com/community/castle-valley-river-collection/2086501673_zpid/
New construction,"1153 Lost Elk Cir # R5cbks, Castle Rock, CO 80108","$1,200,000 ",1153 Lost Elk Cir # R5CBKS,Castle Rock,CO,80108,"4,222",https://www.zillow.com/community/prato-in-village-at-castle-pines/2079153618_zpid/
New construction,"6869 Crossbridge Cir # 30r19q, Castle Rock, CO 80108","$820,990 ",6869 Crossbridge Cir # 30R19Q,Castle Rock,CO,80108,"4,420",https://www.zillow.com/community/luxe-at-canyons/2079519449_zpid/
New construction,"1590 Candleflower Dr # Ub6dks, Castle Pines, CO 80108","$653,490 ",1590 Candleflower Dr # UB6DKS,Castle Pines,CO,80108,"3,203",https://www.zillow.com/community/gallery-at-canyons/2082420504_zpid/
House for sale,"6734 Solana Dr, Castle Pines, CO 80108","$550,000 ",6734 Solana Dr ,Castle Pines,CO,80108,"4,497",https://www.zillow.com/homedetails/6734-Solana-Dr-Castle-Pines-CO-80108/52458380_zpid/
New construction,"4864 Basalt Ridge Cir # 6644j7, Castle Rock, CO 80108","$452,900 ",4864 Basalt Ridge Cir # 6644J7,Castle Rock,CO,80108,"2,788",https://www.zillow.com/community/prelude-collection-in-ravenwood-village-at-terrain/2081043527_zpid/
New construction,"6177 Saddlesmith St # Pmsvmu, Castle Pines, CO 80108","$499,900 ",6177 Saddlesmith St # PMSVMU,Castle Pines,CO,80108,"494,900",https://www.zillow.com/community/canyons-by-berkeley-homes/2081542821_zpid/
New construction,"315 Flagstick Pt # 2dwyb0, Castle Pines, CO 80108","$771,900 ",315 Flagstick Pt # 2DWYB0,Castle Pines,CO,80108,"2,850",https://www.zillow.com/community/castle-valley-legends-collection/2081248424_zpid/
New construction,"315 Flagstick Poin # L1u2ng, Castle Rock, CO 80108","$597,900 ",315 Flagstick Poin # L1U2NG,Castle Rock,CO,80108,"2,574",https://www.zillow.com/community/castle-valley-monarch-collection/2082684323_zpid/
New construction,"6398 Leilani Dr # Kq601q, Castle Rock, CO 80108","$577,950 ",6398 Leilani Dr # KQ601Q,Castle Rock,CO,80108,"2,450",https://www.zillow.com/community/landing-at-cobblestone-ranch/2078648470_zpid/
New construction,"6869 Cross Bridge Cir # Rs6hwl, Castle Pines, CO 80108","$716,590 ",6869 Cross Bridge Cir # RS6HWL,Castle Pines,CO,80108,"3,705",https://www.zillow.com/community/luxe-at-canyons/2082420501_zpid/
New construction,"6263 Kenzie Cir # Y6zaiu, Castle Pines, CO 80108","$501,990 ",6263 Kenzie Cir # Y6ZAIU,Castle Pines,CO,80108,"1,920",https://www.zillow.com/community/timberline-city-collection/2081394195_zpid/
New construction,"315 Flagstick Pt # Qnsx1y, Castle Pines, CO 80108","$811,900 ",315 Flagstick Pt # QNSX1Y,Castle Pines,CO,80108,"3,232",https://www.zillow.com/community/castle-valley-legends-collection/2081248423_zpid/
New construction,"1980 Sagerock Dr # Vyo0v9, Castle Rock, CO 80108","$459,900 ",1980 Sagerock Dr # VYO0V9,Castle Rock,CO,80108,"1,617",https://www.zillow.com/community/canyons-ranch-villa-collection/2079733378_zpid/
House for sale,"6157 Massive Peak Loop, Castle Rock, CO 80108","$1,850,000 ",6157 Massive Peak Loop ,Castle Rock,CO,80108,"8,508",https://www.zillow.com/homedetails/6157-Massive-Peak-Loop-Castle-Rock-CO-80108/67450957_zpid/
New construction,"7119 Othello St # Oujpha, Castle Pines, CO 80108","$530,990 ",7119 Othello St # OUJPHA,Castle Pines,CO,80108,"2,181",https://www.zillow.com/community/castle-valley-river-collection/2086501676_zpid/
New construction,"1710 Stable View Dr # Ltvyqj, Castle Rock, CO 80108","$519,900 ",1710 Stable View Dr # LTVYQJ,Castle Rock,CO,80108,"2,576",https://www.zillow.com/community/canyons-classic-collection/2079733346_zpid/
New construction,"6263 Kenzie Cir # 9zvkbi, Castle Pines, CO 80108","$601,990 ",6263 Kenzie Cir # 9ZVKBI,Castle Pines,CO,80108,"2,532",https://www.zillow.com/community/timberline-destination-collection/2081394186_zpid/
New construction,"1483 Wingfeather Ln # Ziccks, Castle Rock, CO 80108","$599,990 ",1483 Wingfeather Ln # ZICCKS,Castle Rock,CO,80108,"3,377",https://www.zillow.com/community/overlook-at-ravenwood/2079682359_zpid/
New construction,"6398 Leilani Dr # Aspe9p, Castle Rock, CO 80108","$483,950 ",6398 Leilani Dr # ASPE9P,Castle Rock,CO,80108,"2,490",https://www.zillow.com/community/landing-at-cobblestone-ranch/2078648474_zpid/
New construction,"6500 Merrimack Dr # 4aodlr, Castle Rock, CO 80108","$612,990 ",6500 Merrimack Dr # 4AODLR,Castle Rock,CO,80108,"2,515",https://www.zillow.com/community/skyline-ridge-at-castle-pines/2080665108_zpid/
New construction,"6869 Cross Bridge Cir # Tkj4po, Castle Pines, CO 80108","$756,590 ",6869 Cross Bridge Cir # TKJ4PO,Castle Pines,CO,80108,"3,921",https://www.zillow.com/community/luxe-at-canyons/2082420503_zpid/
New construction,"6263 Kenzie Cir # Jpwbj3, Castle Pines, CO 80108","$531,990 ",6263 Kenzie Cir # JPWBJ3,Castle Pines,CO,80108,"2,576",https://www.zillow.com/community/timberline-city-collection/2081394193_zpid/
New construction,"4864 Basalt Ridge Cir # 4qz9bk, Castle Rock, CO 80108","$416,900 ",4864 Basalt Ridge Cir # 4QZ9BK,Castle Rock,CO,80108,"2,239",https://www.zillow.com/community/prelude-collection-in-ravenwood-village-at-terrain/2081043529_zpid/
New construction,"6500 Merrimack Dr # 655etu, Castle Rock, CO 80108","$560,990 ",6500 Merrimack Dr # 655ETU,Castle Rock,CO,80108,"2,534",https://www.zillow.com/community/skyline-ridge-at-castle-pines/2080665104_zpid/
New construction,"315 Flagstick Pt # 4vz1vd, Castle Pines, CO 80108","$685,900 ",315 Flagstick Pt # 4VZ1VD,Castle Pines,CO,80108,"2,737",https://www.zillow.com/community/castle-valley-grand-collection/2088385326_zpid/
House for sale,"7 Tauber Dr, Castle Pines, CO 80108","$675,000 ",7 Tauber Dr ,Castle Pines,CO,80108,"4,260",https://www.zillow.com/homedetails/7-Tauber-Dr-Castle-Pines-CO-80108/13463432_zpid/
New construction,"315 Flagstick Pt # 74lgpr, Castle Pines, CO 80108","$612,900 ",315 Flagstick Pt # 74LGPR,Castle Pines,CO,80108,"2,763",https://www.zillow.com/community/castle-valley-monarch-collection/2088385335_zpid/
New construction,"6515 Barnstead Dr # Xi2y6l, Castle Rock, CO 80108","$659,900 ",6515 Barnstead Dr # XI2Y6L,Castle Rock,CO,80108,"3,220",https://www.zillow.com/community/solis-at-canyons/2079528509_zpid/
New construction,"7119 Othello St # 117ikw, Castle Pines, CO 80108","$450,990 ",7119 Othello St # 117IKW,Castle Pines,CO,80108,"2,014",https://www.zillow.com/community/castle-valley-town-collection/2086501666_zpid/
New construction,"7188 Skygazer St # 9pd5x5, Castle Rock, CO 80108","$999,900 ",7188 Skygazer St # 9PD5X5,Castle Rock,CO,80108,"4,583",https://www.zillow.com/community/vector-at-canyons/2079528402_zpid/
New construction,"1483 Wingfeather Ln # Fhoaue, Castle Rock, CO 80108","$588,990 ",1483 Wingfeather Ln # FHOAUE,Castle Rock,CO,80108,"3,148",https://www.zillow.com/community/ravenwood-at-terrain/2078584215_zpid/
House for sale,"8629 Fawnwood Dr, Castle Pines, CO 80108","$715,000 ",8629 Fawnwood Dr ,Castle Pines,CO,80108,"4,220",https://www.zillow.com/homedetails/8629-Fawnwood-Dr-Castle-Pines-CO-80108/13463405_zpid/
New construction,"4864 Basalt Ridge Cir # 5p2i4t, Castle Rock, CO 80108","$442,900 ",4864 Basalt Ridge Cir # 5P2I4T,Castle Rock,CO,80108,"2,555",https://www.zillow.com/community/prelude-collection-in-ravenwood-village-at-terrain/2081043531_zpid/
House for sale,"877 Brixham Pl, Castle Pines, CO 80108","$750,000 ",877 Brixham Pl ,Castle Pines,CO,80108,"5,250",https://www.zillow.com/homedetails/877-Brixham-Pl-Castle-Pines-CO-80108/13482182_zpid/
New construction,"6895 Greenwater Cir # E2rjna, Castle Rock, CO 80108","$449,950 ",6895 Greenwater Cir # E2RJNA,Castle Rock,CO,80108,"2,000",https://www.zillow.com/community/reserve-at-cobblestone-ranch/2078677136_zpid/
New construction,"7119 Othello St # Aywly, Castle Pines, CO 80108","$430,990 ",7119 Othello St # AYWLY,Castle Pines,CO,80108,"1,773",https://www.zillow.com/community/castle-valley-town-collection/2086501662_zpid/
New construction,"1483 Wingfeather Ln # Vdbg2q, Castle Rock, CO 80108","$569,990 ",1483 Wingfeather Ln # VDBG2Q,Castle Rock,CO,80108,"2,897",https://www.zillow.com/community/overlook-at-ravenwood/2079682356_zpid/
New construction,"6398 Leilani Dr # Vfbh49, Castle Rock, CO 80108","$477,950 ",6398 Leilani Dr # VFBH49,Castle Rock,CO,80108,"2,000",https://www.zillow.com/community/landing-at-cobblestone-ranch/2078648469_zpid/
New construction,"1980 Sagerock Dr # Asilmt, Castle Rock, CO 80108","$454,900 ",1980 Sagerock Dr # ASILMT,Castle Rock,CO,80108,"1,603",https://www.zillow.com/community/canyons-ranch-villa-collection/2079733374_zpid/
New construction,"315 Flagstick Poin # Jt6j8o, Castle Rock, CO 80108","$675,900 ",315 Flagstick Poin # JT6J8O,Castle Rock,CO,80108,"3,001",https://www.zillow.com/community/castle-valley-grand-collection/2088385328_zpid/
House for sale,"11665 Parksouth Ln, Parker, CO 80138","$485,000 ",11665 Parksouth Ln ,Parker,CO,80138,"2,292",https://www.zillow.com/homedetails/11665-Parksouth-Ln-Parker-CO-80138/249985631_zpid/
New construction,"1980 Sagerock Dr # 1rfyn7, Castle Rock, CO 80108","$449,900 ",1980 Sagerock Dr # 1RFYN7,Castle Rock,CO,80108,"1,477",https://www.zillow.com/community/canyons-ranch-villa-collection/2079733375_zpid/
New construction,"6500 Merrimack Dr # J5z95s, Castle Rock, CO 80108","$540,990 ",6500 Merrimack Dr # J5Z95S,Castle Rock,CO,80108,"2,149",https://www.zillow.com/community/skyline-ridge-at-castle-pines/2080665111_zpid/
House for sale,"4075 Trail Stone Cir, Castle Rock, CO 80108","$485,000 ",4075 Trail Stone Cir ,Castle Rock,CO,80108,"3,438",https://www.zillow.com/homedetails/4075-Trail-Stone-Cir-Castle-Rock-CO-80108/121865678_zpid/
Townhouse for sale,"4322 Chateau Ridge Rd, Castle Rock, CO 80108","$849,750 ",4322 Chateau Ridge Rd ,Castle Rock,CO,80108,"3,457",https://www.zillow.com/homedetails/4322-Chateau-Ridge-Rd-Castle-Rock-CO-80108/82028102_zpid/
New construction,"6500 Merrimack Dr # Dity7r, Castle Rock, CO 80108","$744,990 ",6500 Merrimack Dr # DITY7R,Castle Rock,CO,80108,"3,367",https://www.zillow.com/community/skyline-ridge-at-castle-pines/2080665102_zpid/
New construction,"1710 Stable View Dr # T19fbv, Castle Rock, CO 80108","$517,900 ",1710 Stable View Dr # T19FBV,Castle Rock,CO,80108,"2,480",https://www.zillow.com/community/canyons-classic-collection/2079733344_zpid/
House for sale,"3205 Country Club Pkwy, Castle Rock, CO 80108","$779,000 ",3205 Country Club Pkwy ,Castle Rock,CO,80108,"4,176",https://www.zillow.com/homedetails/3205-Country-Club-Pkwy-Castle-Rock-CO-80108/13483941_zpid/
New construction,"7188 Skygazer St # Vyyblv, Castle Rock, CO 80108","$1,200,000 ",7188 Skygazer St # VYYBLV,Castle Rock,CO,80108,"4,589",https://www.zillow.com/community/vector-at-canyons/2079528400_zpid/
New construction,"6895 Greenwater Cir # Kzci92, Castle Rock, CO 80108","$475,950 ",6895 Greenwater Cir # KZCI92,Castle Rock,CO,80108,"2,350",https://www.zillow.com/community/reserve-at-cobblestone-ranch/2078677133_zpid/
House for sale,"279 Clare Dr, Castle Pines, CO 80108","$665,000 ",279 Clare Dr ,Castle Pines,CO,80108,"3,600",https://www.zillow.com/homedetails/279-Clare-Dr-Castle-Pines-CO-80108/13482572_zpid/
New construction,"6263 Kenzie Cir # Dywg3s, Castle Pines, CO 80108","$521,990 ",6263 Kenzie Cir # DYWG3S,Castle Pines,CO,80108,"2,370",https://www.zillow.com/community/timberline-city-collection/2081394196_zpid/
New construction,"7119 Othello St # Effr3x, Castle Pines, CO 80108","$544,990 ",7119 Othello St # EFFR3X,Castle Pines,CO,80108,"2,390",https://www.zillow.com/community/castle-valley-river-collection/2086501672_zpid/
New construction,"2075 Pinion Wing Cir, Castle Rock, CO 80108","$654,705 ",2075 Pinion Wing Cir ,Castle Rock,CO,80108,"3,377",https://www.zillow.com/homedetails/2075-Pinion-Wing-Cir-Castle-Rock-CO-80108/245221265_zpid/
New construction,"1548 Wingfeather Ln, Castle Rock, CO 80108","$645,940 ",1548 Wingfeather Ln ,Castle Rock,CO,80108,"3,148",https://www.zillow.com/homedetails/1548-Wingfeather-Ln-Castle-Rock-CO-80108/245221471_zpid/
New construction,"315 Flagstick Pt # Pzjmq0, Castle Pines, CO 80108","$746,900 ",315 Flagstick Pt # PZJMQ0,Castle Pines,CO,80108,"4,122",https://www.zillow.com/community/castle-valley-grand-collection/2088385327_zpid/
House for sale,"880 Wolverine Ct, Castle Rock, CO 80108","$1,200,000 ",880 Wolverine Ct ,Castle Rock,CO,80108,"5,485",https://www.zillow.com/homedetails/880-Wolverine-Ct-Castle-Rock-CO-80108/13483082_zpid/
New construction,"6500 Merrimack Dr # Uhsnyf, Castle Rock, CO 80108","$804,990 ",6500 Merrimack Dr # UHSNYF,Castle Rock,CO,80108,"4,113",https://www.zillow.com/community/skyline-ridge-at-castle-pines/2080665114_zpid/
New construction,"1483 Wingfeather Ln # Ep2j1c, Castle Rock, CO 80108","$532,990 ",1483 Wingfeather Ln # EP2J1C,Castle Rock,CO,80108,"2,103",https://www.zillow.com/community/overlook-at-ravenwood/2079682354_zpid/
New construction,"6869 Cross Bridge Cir # Cz9ign, Castle Pines, CO 80108","$777,590 ",6869 Cross Bridge Cir # CZ9IGN,Castle Pines,CO,80108,"3,923",https://www.zillow.com/community/luxe-at-canyons/2082420500_zpid/
New construction,"4864 Basalt Ridge Cir # 580vpw, Castle Rock, CO 80108","$427,900 ",4864 Basalt Ridge Cir # 580VPW,Castle Rock,CO,80108,"2,311",https://www.zillow.com/community/prelude-collection-in-ravenwood-village-at-terrain/2081043528_zpid/
New construction,"315 Flagstick Pt # 33z98n, Castle Pines, CO 80108","$645,900 ",315 Flagstick Pt # 33Z98N,Castle Pines,CO,80108,"2,258",https://www.zillow.com/community/castle-valley-grand-collection/2088385325_zpid/
New construction,"1483 Wingfeather Ln # V3t4qt, Castle Rock, CO 80108","$549,990 ",1483 Wingfeather Ln # V3T4QT,Castle Rock,CO,80108,"2,343",https://www.zillow.com/community/ravenwood-at-terrain/2082905751_zpid/
New construction,"2111 Rim Ridge Dr, Castle Rock, CO 80108","$760,750 ",2111 Rim Ridge Dr ,Castle Rock,CO,80108,"1,992",https://www.zillow.com/homedetails/2111-Rim-Ridge-Dr-Castle-Rock-CO-80108/300015354_zpid/
New construction,"2115 Rim Ridge Dr, Castle Rock, CO 80108","$852,200 ",2115 Rim Ridge Dr ,Castle Rock,CO,80108,"3,141",https://www.zillow.com/homedetails/2115-Rim-Ridge-Dr-Castle-Rock-CO-80108/300014859_zpid/
New construction,"1980 Sagerock Dr # Hzt83f, Castle Rock, CO 80108","$474,900 ",1980 Sagerock Dr # HZT83F,Castle Rock,CO,80108,"1,790",https://www.zillow.com/community/canyons-ranch-villa-collection/2079733376_zpid/
House for sale,"6802 Esmeralda Dr, Castle Rock, CO 80108","$634,900 ",6802 Esmeralda Dr ,Castle Rock,CO,80108,"4,427",https://www.zillow.com/homedetails/6802-Esmeralda-Dr-Castle-Rock-CO-80108/108401171_zpid/
House for sale,"8511 Brambleridge Dr, Castle Pines, CO 80108","$595,000 ",8511 Brambleridge Dr ,Castle Pines,CO,80108,"3,747",https://www.zillow.com/homedetails/8511-Brambleridge-Dr-Castle-Pines-CO-80108/52458888_zpid/
New construction,"1590 Candleflower Dr # 49vwat, Castle Pines, CO 80108","$554,490 ",1590 Candleflower Dr # 49VWAT,Castle Pines,CO,80108,"2,257",https://www.zillow.com/community/gallery-at-canyons/2082420508_zpid/
House for sale,"5109 Pine River Trl, Castle Rock, CO 80108","$1,200,000 ",5109 Pine River Trl ,Castle Rock,CO,80108,"5,703",https://www.zillow.com/homedetails/5109-Pine-River-Trl-Castle-Rock-CO-80108/82025227_zpid/
House for sale,"6889 Murphy Creek Ln, Castle Pines, CO 80108","$969,900 ",6889 Murphy Creek Ln ,Castle Pines,CO,80108,"6,364",https://www.zillow.com/homedetails/6889-Murphy-Creek-Ln-Castle-Pines-CO-80108/118268727_zpid/
House for sale,"7512 Blue Water Ln, Castle Rock, CO 80108","$510,000 ",7512 Blue Water Ln ,Castle Rock,CO,80108,"3,000",https://www.zillow.com/homedetails/7512-Blue-Water-Ln-Castle-Rock-CO-80108/121709899_zpid/
House for sale,"4692 Silver Pine Dr, Castle Rock, CO 80108","$1,575,000 ",4692 Silver Pine Dr ,Castle Rock,CO,80108,"5,537",https://www.zillow.com/homedetails/4692-Silver-Pine-Dr-Castle-Rock-CO-80108/82028094_zpid/
New construction,"6398 Leilani Dr # Ycikm7, Castle Rock, CO 80108","$582,950 ",6398 Leilani Dr # YCIKM7,Castle Rock,CO,80108,"2,990",https://www.zillow.com/community/landing-at-cobblestone-ranch/2078648476_zpid/
New construction,"1590 Candleflower Dr # M5caif, Castle Pines, CO 80108","$572,490 ",1590 Candleflower Dr # M5CAIF,Castle Pines,CO,80108,"2,691",https://www.zillow.com/community/gallery-at-canyons/2082420505_zpid/
New construction,"6696 Kenzie Cir, Castle Pines, CO 80108","$754,990 ",6696 Kenzie Cir ,Castle Pines,CO,80108,"3,367",https://www.zillow.com/homedetails/6696-Kenzie-Cir-Castle-Pines-CO-80108/300007230_zpid/
House for sale,"4419 Orofino Ct, Castle Rock, CO 80108","$869,900 ",4419 Orofino Ct ,Castle Rock,CO,80108,"4,286",https://www.zillow.com/homedetails/4419-Orofino-Ct-Castle-Rock-CO-80108/13484109_zpid/
New construction,"1483 Wingfeather Ln # Amznmv, Castle Rock, CO 80108","$588,990 ",1483 Wingfeather Ln # AMZNMV,Castle Rock,CO,80108,"3,148",https://www.zillow.com/community/overlook-at-ravenwood/2079682358_zpid/
New construction,"6398 Leilani Dr # Tfgs6g, Castle Rock, CO 80108","$491,950 ",6398 Leilani Dr # TFGS6G,Castle Rock,CO,80108,"2,650",https://www.zillow.com/community/landing-at-cobblestone-ranch/2078648468_zpid/
New construction,"7116 Medalist Ct, Castle Pines, CO 80108","$775,000 ",7116 Medalist Ct ,Castle Pines,CO,80108,"3,498",https://www.zillow.com/homedetails/7116-Medalist-Ct-Castle-Pines-CO-80108/118267644_zpid/
New construction,"315 Flagstick Pt # Mt1mfz, Castle Pines, CO 80108","$572,900 ",315 Flagstick Pt # MT1MFZ,Castle Pines,CO,80108,"1,974",https://www.zillow.com/community/castle-valley-monarch-collection/2088385337_zpid/
New construction,"6665 Merrimack Dr, Castle Pines, CO 80108","$569,990 ",6665 Merrimack Dr ,Castle Pines,CO,80108,"1,968",https://www.zillow.com/homedetails/6665-Merrimack-Dr-Castle-Pines-CO-80108/300007042_zpid/
New construction,"6398 Leilani Dr # 7e9rri, Castle Rock, CO 80108","$506,950 ",6398 Leilani Dr # 7E9RRI,Castle Rock,CO,80108,"2,900",https://www.zillow.com/community/landing-at-cobblestone-ranch/2078648473_zpid/
New construction,"7119 Othello St # Ia7lc8, Castle Pines, CO 80108","$420,990 ",7119 Othello St # IA7LC8,Castle Pines,CO,80108,"1,620",https://www.zillow.com/community/castle-valley-town-collection/2086501668_zpid/
New construction,"6263 Kenzie Cir # Ln9or3, Castle Pines, CO 80108","$631,990 ",6263 Kenzie Cir # LN9OR3,Castle Pines,CO,80108,"3,250",https://www.zillow.com/community/timberline-destination-collection/2081394188_zpid/
New construction,"7119 Othello St # F4ithx, Castle Pines, CO 80108","$520,990 ",7119 Othello St # F4ITHX,Castle Pines,CO,80108,"1,967",https://www.zillow.com/community/castle-valley-river-collection/2086501675_zpid/
New construction,"6398 Leilani Dr # 7i5m6d, Castle Rock, CO 80108","$557,950 ",6398 Leilani Dr # 7I5M6D,Castle Rock,CO,80108,"3,210",https://www.zillow.com/community/landing-at-cobblestone-ranch/2078648480_zpid/
New construction,"6398 Leilani Dr # 5bb0xr, Castle Rock, CO 80108","$552,950 ",6398 Leilani Dr # 5BB0XR,Castle Rock,CO,80108,"2,150",https://www.zillow.com/community/landing-at-cobblestone-ranch/2078648475_zpid/
House for sale,"432 Winton Pl, Castle Rock, CO 80108","$715,000 ",432 Winton Pl ,Castle Rock,CO,80108,"3,704",https://www.zillow.com/homedetails/432-Winton-Pl-Castle-Rock-CO-80108/13484347_zpid/
House for sale,"7957 Sabino Ln, Castle Rock, CO 80108","$510,000 ",7957 Sabino Ln ,Castle Rock,CO,80108,"4,112",https://www.zillow.com/homedetails/7957-Sabino-Ln-Castle-Rock-CO-80108/108383382_zpid/
House for sale,"3448 Ghost Dance Dr, Castle Rock, CO 80108","$660,000 ",3448 Ghost Dance Dr ,Castle Rock,CO,80108,"4,425",https://www.zillow.com/homedetails/3448-Ghost-Dance-Dr-Castle-Rock-CO-80108/119230997_zpid/
New construction,"6677 Merrimack Dr, Castle Pines, CO 80108","$604,990 ",6677 Merrimack Dr ,Castle Pines,CO,80108,"2,534",https://www.zillow.com/homedetails/6677-Merrimack-Dr-Castle-Pines-CO-80108/300006783_zpid/
New construction,"6895 Greenwater Cir # 5ooa65, Castle Rock, CO 80108","$465,950 ",6895 Greenwater Cir # 5OOA65,Castle Rock,CO,80108,"2,200",https://www.zillow.com/community/reserve-at-cobblestone-ranch/2078677135_zpid/
New construction,"6500 Merrimack Dr # Bcm6s8, Castle Rock, CO 80108","$602,990 ",6500 Merrimack Dr # BCM6S8,Castle Rock,CO,80108,"2,694",https://www.zillow.com/community/skyline-ridge-at-castle-pines/2080665105_zpid/
New construction,"6500 Merrimack Dr # Uy48po, Castle Rock, CO 80108","$774,990 ",6500 Merrimack Dr # UY48PO,Castle Rock,CO,80108,"3,652",https://www.zillow.com/community/skyline-ridge-at-castle-pines/2080665110_zpid/
House for sale,"880 Diamond Ridge Cir, Castle Rock, CO 80108","$2,320,000 ",880 Diamond Ridge Cir ,Castle Rock,CO,80108,"8,944",https://www.zillow.com/homedetails/880-Diamond-Ridge-Cir-Castle-Rock-CO-80108/108394980_zpid/
House for sale,"355 Crossing Cir, Castle Pines, CO 80108","$1,225,000 ",355 Crossing Cir ,Castle Pines,CO,80108,"6,111",https://www.zillow.com/homedetails/355-Crossing-Cir-Castle-Pines-CO-80108/13463289_zpid/
House for sale,"161 Green Fee Cir, Castle Pines, CO 80108","$618,000 ",161 Green Fee Cir ,Castle Pines,CO,80108,"4,366",https://www.zillow.com/homedetails/161-Green-Fee-Cir-Castle-Pines-CO-80108/124169037_zpid/
House for sale,"1082 Country Club Estates Dr, Castle Rock, CO 80108","$2,300,000 ",1082 Country Club Estates Dr ,Castle Rock,CO,80108,"6,811",https://www.zillow.com/homedetails/1082-Country-Club-Estates-Dr-Castle-Rock-CO-80108/82021429_zpid/
New construction,"6500 Merrimack Dr # 9zmlpi, Castle Rock, CO 80108","$572,990 ",6500 Merrimack Dr # 9ZMLPI,Castle Rock,CO,80108,"2,187",https://www.zillow.com/community/skyline-ridge-at-castle-pines/2080665106_zpid/
House for sale,"657 Clarendon Loop, Castle Pines, CO 80108","$395,000 ",657 Clarendon Loop ,Castle Pines,CO,80108,"1,708",https://www.zillow.com/homedetails/657-Clarendon-Loop-Castle-Pines-CO-80108/13482467_zpid/
Auction,"3365 Softwind Point, Castle Rock, CO 80108","$527,325 ",3365 Softwind Point ,Castle Rock,CO,80108,"3,079",https://www.zillow.com/homedetails/3365-Softwind-Point-Castle-Rock-CO-80108/82026511_zpid/
House for sale,"498 E Oak Hills Dr, Castle Rock, CO 80108","$1,850,000 ",498 E Oak Hills Dr ,Castle Rock,CO,80108,"13,410",https://www.zillow.com/homedetails/498-E-Oak-Hills-Dr-Castle-Rock-CO-80108/13463611_zpid/
House for sale,"90 Croft Ct, Castle Pines, CO 80108","$515,000 ",90 Croft Ct ,Castle Pines,CO,80108,"2,816",https://www.zillow.com/homedetails/90-Croft-Ct-Castle-Pines-CO-80108/13482775_zpid/
