House status,Name,Price,Street Address,Locality,Region,PostalCode,Size,Href
House for sale,"10800 E Jewell Ave, Aurora, CO 80012","$829,950 ",10800 E Jewell Ave,Aurora,CO,80012,"2,616",https://www.zillow.com/homedetails/10800-E-Jewell-Ave-Aurora-CO-80012/99620905_zpid/
Lot / Land for sale,"11000 E Jewell Ave, Aurora, CO 80012","$597,950 ",11000 E Jewell Ave,Aurora,CO,80012,"1,288",https://www.zillow.com/homedetails/11000-E-Jewell-Ave-Aurora-CO-80012/99656349_zpid/
Apartment for sale,"774 S Krameria St #778, Denver, CO 80224","$630,000 ",774 S Krameria St #778,Denver,CO,80224,"2,780",https://www.zillow.com/homedetails/774-S-Krameria-St-778-Denver-CO-80224/2077942278_zpid/
House for sale,"1826 S Linden Way, Denver, CO 80224","$479,900 ",1826 S Linden Way,Denver,CO,80224,"2,146",https://www.zillow.com/homedetails/1826-S-Linden-Way-Denver-CO-80224/13408897_zpid/
House for sale,"371 S Kearney St, Denver, CO 80224","$770,000 ",371 S Kearney St,Denver,CO,80224,"2,684",https://www.zillow.com/homedetails/371-S-Kearney-St-Denver-CO-80224/13403220_zpid/
House for sale,"569 S Poplar Way, Denver, CO 80224","$695,000 ",569 S Poplar Way,Denver,CO,80224,"2,451",https://www.zillow.com/homedetails/569-S-Poplar-Way-Denver-CO-80224/13402815_zpid/
House for sale,"7105 E Exposition Ave, Denver, CO 80224","$679,000 ",7105 E Exposition Ave,Denver,CO,80224,"2,746",https://www.zillow.com/homedetails/7105-E-Exposition-Ave-Denver-CO-80224/13402891_zpid/
Condo for sale,"6750 E Mississippi Ave, Denver, CO 80224","$226,500 ",6750 E Mississippi Ave,Denver,CO,80224,788,https://www.zillow.com/homedetails/6750-E-Mississippi-Ave-Denver-CO-80224/2077985491_zpid/
Condo for sale,"6750 E Mississippi Ave Apt E, Denver, CO 80224","$226,500 ",6750 E Mississippi Ave APT E,Denver,CO,80224,788,https://www.zillow.com/homedetails/6750-E-Mississippi-Ave-APT-E-Denver-CO-80224/13407669_zpid/
House for sale,"1762 S Pontiac St, Denver, CO 80224","$669,000 ",1762 S Pontiac St,Denver,CO,80224,"2,759",https://www.zillow.com/homedetails/1762-S-Pontiac-St-Denver-CO-80224/13409023_zpid/
House for sale,"756 S Poplar St, Denver, CO 80224","$595,000 ",756 S Poplar St,Denver,CO,80224,"3,054",https://www.zillow.com/homedetails/756-S-Poplar-St-Denver-CO-80224/13404005_zpid/
Townhouse for sale,"6776 E Panorama Ln Unit D-2, Denver, CO 80224","$434,900 ",6776 E Panorama Ln UNIT D-2,Denver,CO,80224,"2,796",https://www.zillow.com/homedetails/6776-E-Panorama-Ln-UNIT-D-2-Denver-CO-80224/54892109_zpid/
House for sale,"301 S Poplar St, Denver, CO 80224","$550,000 ",301 S Poplar St,Denver,CO,80224,"3,060",https://www.zillow.com/homedetails/301-S-Poplar-St-Denver-CO-80224/82268960_zpid/
House for sale,"326 S Jasmine St, Denver, CO 80224","$950,000 ",326 S Jasmine St,Denver,CO,80224,"2,735",https://www.zillow.com/homedetails/326-S-Jasmine-St-Denver-CO-80224/13403206_zpid/
House for sale,"1440 S Jasmine Way, Denver, CO 80224","$485,000 ",1440 S Jasmine Way,Denver,CO,80224,"1,612",https://www.zillow.com/homedetails/1440-S-Jasmine-Way-Denver-CO-80224/13408232_zpid/
House for sale,"6303 E Iowa Ave, Denver, CO 80224","$515,000 ",6303 E Iowa Ave,Denver,CO,80224,"1,540",https://www.zillow.com/homedetails/6303-E-Iowa-Ave-Denver-CO-80224/13408438_zpid/
Apartment for sale,"5611 E Iowa Ave, Denver, CO 80224","$645,000 ",5611 E Iowa Ave,Denver,CO,80224,"2,695",https://www.zillow.com/homedetails/5611-E-Iowa-Ave-Denver-CO-80224/130325890_zpid/
Apartment for sale,"5601 E Iowa Ave, Denver, CO 80224","$675,000 ",5601 E Iowa Ave,Denver,CO,80224,"2,919",https://www.zillow.com/homedetails/5601-E-Iowa-Ave-Denver-CO-80224/2082311980_zpid/
House for sale,"1742 S Pontiac St, Denver, CO 80224","$584,500 ",1742 S Pontiac St,Denver,CO,80224,"2,324",https://www.zillow.com/homedetails/1742-S-Pontiac-St-Denver-CO-80224/13409032_zpid/
Condo for sale,"6880 E Mississippi Ave Apt A, Denver, CO 80224","$300,000 ",6880 E Mississippi Ave APT A,Denver,CO,80224,"1,617",https://www.zillow.com/homedetails/6880-E-Mississippi-Ave-APT-A-Denver-CO-80224/13407641_zpid/
Townhouse for sale,"6650 E Arizona Ave Apt 126, Denver, CO 80224","$235,000 ",6650 E Arizona Ave APT 126,Denver,CO,80224,944,https://www.zillow.com/homedetails/6650-E-Arizona-Ave-APT-126-Denver-CO-80224/13407386_zpid/
House for sale,"1810 S Oneida St, Denver, CO 80224","$785,000 ",1810 S Oneida St,Denver,CO,80224,"3,170",https://www.zillow.com/homedetails/1810-S-Oneida-St-Denver-CO-80224/13409079_zpid/
House for sale,"1965 S Kearney Way, Denver, CO 80224","$595,000 ",1965 S Kearney Way,Denver,CO,80224,"2,451",https://www.zillow.com/homedetails/1965-S-Kearney-Way-Denver-CO-80224/13412089_zpid/
House for sale,"1490 S Jasmine Way, Denver, CO 80224","$515,000 ",1490 S Jasmine Way,Denver,CO,80224,"1,612",https://www.zillow.com/homedetails/1490-S-Jasmine-Way-Denver-CO-80224/13408251_zpid/
House for sale,"160 S Ivy St, Denver, CO 80224","$2,195,000 ",160 S Ivy St,Denver,CO,80224,"5,170",https://www.zillow.com/homedetails/160-S-Ivy-St-Denver-CO-80224/13397249_zpid/
Townhouse for sale,"6778 E Panorama Ln Unit F-4, Denver, CO 80224","$439,999 ",6778 E Panorama Ln UNIT F-4,Denver,CO,80224,"2,406",https://www.zillow.com/homedetails/6778-E-Panorama-Ln-UNIT-F-4-Denver-CO-80224/58294667_zpid/
For sale by owner,"1250 S Monaco Pkwy Apt 42, Denver, CO 80224","$245,000 ",1250 S Monaco Pkwy APT 42,Denver,CO,80224,944,https://www.zillow.com/homedetails/1250-S-Monaco-Pkwy-APT-42-Denver-CO-80224/2091327374_zpid/
For sale by owner,"1250 S Monaco Pkwy Apt 41, Denver, CO 80224","$224,000 ",1250 S Monaco Pkwy APT 41,Denver,CO,80224,810,https://www.zillow.com/homedetails/1250-S-Monaco-Pkwy-APT-41-Denver-CO-80224/2085689822_zpid/
House for sale,"6475 E Cedar Ave, Denver, CO 80224","$650,000 ",6475 E Cedar Ave,Denver,CO,80224,"2,678",https://www.zillow.com/homedetails/6475-E-Cedar-Ave-Denver-CO-80224/247389550_zpid/
House for sale,"7043 E Ohio Dr, Denver, CO 80224","$760,000 ",7043 E Ohio Dr,Denver,CO,80224,"3,235",https://www.zillow.com/homedetails/7043-E-Ohio-Dr-Denver-CO-80224/13404162_zpid/
Condo for sale,"6960 E Girard Ave Apt 406, Denver, CO 80224","$255,000 ",6960 E Girard Ave APT 406,Denver,CO,80224,"1,000",https://www.zillow.com/homedetails/6960-E-Girard-Ave-APT-406-Denver-CO-80224/13417321_zpid/
House for sale,"767 S Oneida St, Denver, CO 80224","$619,000 ",767 S Oneida St,Denver,CO,80224,"2,952",https://www.zillow.com/homedetails/767-S-Oneida-St-Denver-CO-80224/13404374_zpid/
House for sale,"1575 S Monaco Pkwy, Denver, CO 80224","$598,900 ",1575 S Monaco Pkwy,Denver,CO,80224,"3,056",https://www.zillow.com/homedetails/1575-S-Monaco-Pkwy-Denver-CO-80224/13408432_zpid/
House for sale,"1525 S Jersey St, Denver, CO 80224","$585,000 ",1525 S Jersey St,Denver,CO,80224,"2,484",https://www.zillow.com/homedetails/1525-S-Jersey-St-Denver-CO-80224/13408546_zpid/
Condo for sale,"3460 S Poplar St Apt 107, Denver, CO 80224","$270,000 ",3460 S Poplar St APT 107,Denver,CO,80224,"1,173",https://www.zillow.com/homedetails/3460-S-Poplar-St-APT-107-Denver-CO-80224/13417352_zpid/
House for sale,"871 S Krameria St, Denver, CO 80224","$409,900 ",871 S Krameria St,Denver,CO,80224,"1,783",https://www.zillow.com/homedetails/871-S-Krameria-St-Denver-CO-80224/13403575_zpid/
House for sale,"21 S Kearney St, Denver, CO 80224","$3,995,000 ",21 S Kearney St,Denver,CO,80224,"6,609",https://www.zillow.com/homedetails/21-S-Kearney-St-Denver-CO-80224/13397204_zpid/
House for sale,"210 S Locust St, Denver, CO 80224","$840,000 ",210 S Locust St,Denver,CO,80224,"2,362",https://www.zillow.com/homedetails/210-S-Locust-St-Denver-CO-80224/13397390_zpid/
Condo for sale,"155 S Monaco Pkwy #207, Denver, CO 80224","$499,000 ",155 S Monaco Pkwy #207,Denver,CO,80224,"1,096",https://www.zillow.com/homedetails/155-S-Monaco-Pkwy-207-Denver-CO-80224/2087572185_zpid/
Townhouse for sale,"6445 E Cedar Ave, Denver, CO 80224","$670,000 ",6445 E Cedar Ave,Denver,CO,80224,"2,182",https://www.zillow.com/homedetails/6445-E-Cedar-Ave-Denver-CO-80224/247390182_zpid/
House for sale,"430 S Newport Way, Denver, CO 80224","$895,000 ",430 S Newport Way,Denver,CO,80224,"3,079",https://www.zillow.com/homedetails/430-S-Newport-Way-Denver-CO-80224/13402905_zpid/
Townhouse for sale,"6778 E Panorama Ln Unit E-2, Denver, CO 80224","$449,900 ",6778 E Panorama Ln UNIT E-2,Denver,CO,80224,"2,796",https://www.zillow.com/homedetails/6778-E-Panorama-Ln-UNIT-E-2-Denver-CO-80224/58294662_zpid/
Pre-foreclosure,"7040 E Girard Ave Apt 209, Denver, CO 80224","$221,405 ",7040 E Girard Ave APT 209,Denver,CO,80224,"1,012",https://www.zillow.com/homedetails/7040-E-Girard-Ave-APT-209-Denver-CO-80224/13417229_zpid/
House for sale,"6690 E Mississippi Ave, Denver, CO 80224","$675,000 ",6690 E Mississippi Ave,Denver,CO,80224,"4,105",https://www.zillow.com/homedetails/6690-E-Mississippi-Ave-Denver-CO-80224/13407060_zpid/
House for sale,"1560 S Fillmore St, Denver, CO 80210","$2,750,000 ",1560 S Fillmore St,Denver,CO,80210,"6,598",https://www.zillow.com/homedetails/1560-S-Fillmore-St-Denver-CO-80210/13373068_zpid/
House for sale,"2339 S Saint Paul St, Denver, CO 80210","$649,000 ",2339 S Saint Paul St,Denver,CO,80210,920,https://www.zillow.com/homedetails/2339-S-Saint-Paul-St-Denver-CO-80210/13374624_zpid/
House for sale,"1815 S Cook St, Denver, CO 80210","$525,000 ",1815 S Cook St,Denver,CO,80210,"2,006",https://www.zillow.com/homedetails/1815-S-Cook-St-Denver-CO-80210/13373745_zpid/
House for sale,"1210 S Ogden St, Denver, CO 80210","$925,000 ",1210 S Ogden St,Denver,CO,80210,"2,170",https://www.zillow.com/homedetails/1210-S-Ogden-St-Denver-CO-80210/13370693_zpid/
Condo for sale,"1888 S Jackson St Apt 907, Denver, CO 80210","$260,000 ",1888 S Jackson St APT 907,Denver,CO,80210,"1,495",https://www.zillow.com/homedetails/1888-S-Jackson-St-APT-907-Denver-CO-80210/13373867_zpid/
House for sale,"1499 S Jackson St, Denver, CO 80210","$1,675,000 ",1499 S Jackson St,Denver,CO,80210,"4,148",https://www.zillow.com/homedetails/1499-S-Jackson-St-Denver-CO-80210/318397098_zpid/
Townhouse for sale,"235 E Iliff Ave, Denver, CO 80210","$450,000 ",235 E Iliff Ave,Denver,CO,80210,"1,549",https://www.zillow.com/homedetails/235-E-Iliff-Ave-Denver-CO-80210/13378275_zpid/
House for sale,"1624 S Columbine St, Denver, CO 80210","$530,000 ",1624 S Columbine St,Denver,CO,80210,"1,096",https://www.zillow.com/homedetails/1624-S-Columbine-St-Denver-CO-80210/13373245_zpid/
House for sale,"1317 S Saint Paul St, Denver, CO 80210","$1,250,000 ",1317 S Saint Paul St,Denver,CO,80210,"3,521",https://www.zillow.com/homedetails/1317-S-Saint-Paul-St-Denver-CO-80210/13372685_zpid/
House for sale,"1664 S Monroe St, Denver, CO 80210","$525,000 ",1664 S Monroe St,Denver,CO,80210,"1,604",https://www.zillow.com/homedetails/1664-S-Monroe-St-Denver-CO-80210/13373916_zpid/
New construction,"Observatory Flats - Type 5 Plan, Observatory Flats, Denver, CO 80210","$325,000 ","Observatory Flats - Type 5 Plan, Observatory Flats",Denver,CO,80210,719,https://www.zillow.com/community/observatory-flats/2080273259_zpid/
House for sale,"2338 S Williams St, Denver, CO 80210","$930,000 ",2338 S Williams St,Denver,CO,80210,"2,679",https://www.zillow.com/homedetails/2338-S-Williams-St-Denver-CO-80210/13377349_zpid/
House for sale,"2519 S Columbine St, Denver, CO 80210","$2,895,000 ",2519 S Columbine St,Denver,CO,80210,"6,216",https://www.zillow.com/homedetails/2519-S-Columbine-St-Denver-CO-80210/13375023_zpid/
Lot / Land for sale,"1544 S Logan St, Denver, CO 80210","$1,000,000 ",1544 S Logan St,Denver,CO,80210,"2,704",https://www.zillow.com/homedetails/1544-S-Logan-St-Denver-CO-80210/130281840_zpid/
New construction,"Observatory Flats - Type 10 Plan, Observatory Flats, Denver, CO 80210","$395,000 ","Observatory Flats - Type 10 Plan, Observatory Flats",Denver,CO,80210,961,https://www.zillow.com/community/observatory-flats/2080273260_zpid/
House for sale,"3343 E Colorado Ave, Denver, CO 80210","$550,000 ",3343 E Colorado Ave,Denver,CO,80210,"2,134",https://www.zillow.com/homedetails/3343-E-Colorado-Ave-Denver-CO-80210/13373681_zpid/
Apartment for sale,"1729 S Madison St, Denver, CO 80210","$999,500 ",1729 S Madison St,Denver,CO,80210,"2,624",https://www.zillow.com/homedetails/1729-S-Madison-St-Denver-CO-80210/2079071094_zpid/
House for sale,"1565 S Elizabeth St, Denver, CO 80210","$1,595,000 ",1565 S Elizabeth St,Denver,CO,80210,"5,368",https://www.zillow.com/homedetails/1565-S-Elizabeth-St-Denver-CO-80210/13373148_zpid/
House for sale,"2585 S Columbine St, Denver, CO 80210","$2,950,000 ",2585 S Columbine St,Denver,CO,80210,"6,754",https://www.zillow.com/homedetails/2585-S-Columbine-St-Denver-CO-80210/13375027_zpid/
House for sale,"2000 S Cook St, Denver, CO 80210","$1,195,000 ",2000 S Cook St,Denver,CO,80210,"4,493",https://www.zillow.com/homedetails/2000-S-Cook-St-Denver-CO-80210/13374025_zpid/
New construction,"Observatory Flats - Type 9 Plan, Observatory Flats, Denver, CO 80210","$425,000 ","Observatory Flats - Type 9 Plan, Observatory Flats",Denver,CO,80210,871,https://www.zillow.com/community/observatory-flats/2080273261_zpid/
House for sale,"1334 S Race St, Denver, CO 80210","$2,775,000 ",1334 S Race St,Denver,CO,80210,"5,252",https://www.zillow.com/homedetails/1334-S-Race-St-Denver-CO-80210/13370485_zpid/
House for sale,"2730 S Cook St, Denver, CO 80210","$535,000 ",2730 S Cook St,Denver,CO,80210,"1,023",https://www.zillow.com/homedetails/2730-S-Cook-St-Denver-CO-80210/13387506_zpid/
House for sale,"2472 S Josephine St, Denver, CO 80210","$1,895,000 ",2472 S Josephine St,Denver,CO,80210,"5,307",https://www.zillow.com/homedetails/2472-S-Josephine-St-Denver-CO-80210/13374772_zpid/
Townhouse for sale,"1510 S Washington St, Denver, CO 80210","$465,000 ",1510 S Washington St,Denver,CO,80210,"1,165",https://www.zillow.com/homedetails/1510-S-Washington-St-Denver-CO-80210/13369210_zpid/
Apartment for sale,"1511 S Pennsylvania St, Denver, CO 80210","$949,000 ",1511 S Pennsylvania St,Denver,CO,80210,"2,823",https://www.zillow.com/homedetails/1511-S-Pennsylvania-St-Denver-CO-80210/13369276_zpid/
Apartment for sale,"2512 S Williams St, Denver, CO 80210","$1,275,000 ",2512 S Williams St,Denver,CO,80210,"3,325",https://www.zillow.com/homedetails/2512-S-Williams-St-Denver-CO-80210/130290796_zpid/
New construction,"Observatory Flats - Type 11 Plan, Observatory Flats, Denver, CO 80210","$395,000 ","Observatory Flats - Type 11 Plan, Observatory Flats",Denver,CO,80210,937,https://www.zillow.com/community/observatory-flats/2080273265_zpid/
New construction,"Observatory Flats - Type 7 Plan, Observatory Flats, Denver, CO 80210","$410,000 ","Observatory Flats - Type 7 Plan, Observatory Flats",Denver,CO,80210,837,https://www.zillow.com/community/observatory-flats/2080273264_zpid/
House for sale,"2136 S Madison St, Denver, CO 80210","$2,795,000 ",2136 S Madison St,Denver,CO,80210,"6,942",https://www.zillow.com/homedetails/2136-S-Madison-St-Denver-CO-80210/13374127_zpid/
For sale by owner,"3713 E Nielsen Ln, Denver, CO 80210","$635,999 ",3713 E Nielsen Ln,Denver,CO,80210,"2,041",https://www.zillow.com/homedetails/3713-E-Nielsen-Ln-Denver-CO-80210/13387285_zpid/
Condo for sale,"1616 S Broadway Unit 300, Denver, CO 80210","$485,000 ",1616 S Broadway UNIT 300,Denver,CO,80210,"1,280",https://www.zillow.com/homedetails/1616-S-Broadway-UNIT-300-Denver-CO-80210/303876581_zpid/
New construction,"Observatory Flats - Type 1 Plan, Observatory Flats, Denver, CO 80210","$320,000 ","Observatory Flats - Type 1 Plan, Observatory Flats",Denver,CO,80210,737,https://www.zillow.com/community/observatory-flats/2080273255_zpid/
For sale by owner,"3333 E Florida Ave Apt 71, Denver, CO 80210","$773,000 ",3333 E Florida Ave APT 71,Denver,CO,80210,"2,604",https://www.zillow.com/homedetails/3333-E-Florida-Ave-APT-71-Denver-CO-80210/13372217_zpid/
House for sale,"1510 S Humboldt St, Denver, CO 80210","$1,025,000 ",1510 S Humboldt St,Denver,CO,80210,"4,237",https://www.zillow.com/homedetails/1510-S-Humboldt-St-Denver-CO-80210/13370993_zpid/
House for sale,"3700 E Amherst Ave, Denver, CO 80210","$599,000 ",3700 E Amherst Ave,Denver,CO,80210,"1,960",https://www.zillow.com/homedetails/3700-E-Amherst-Ave-Denver-CO-80210/13387283_zpid/
House for sale,"1544 S York St, Denver, CO 80210","$1,165,000 ",1544 S York St,Denver,CO,80210,"3,623",https://www.zillow.com/homedetails/1544-S-York-St-Denver-CO-80210/13371605_zpid/
House for sale,"3098 S Gilpin St, Denver, CO 80210","$685,000 ",3098 S Gilpin St,Denver,CO,80210,"2,418",https://www.zillow.com/homedetails/3098-S-Gilpin-St-Denver-CO-80210/13386809_zpid/
House for sale,"2526 S Clayton St, Denver, CO 80210","$2,595,000 ",2526 S Clayton St,Denver,CO,80210,"6,268",https://www.zillow.com/homedetails/2526-S-Clayton-St-Denver-CO-80210/13374980_zpid/
New construction,"Observatory Flats - Type 2 Plan, Observatory Flats, Denver, CO 80210","$299,000 ","Observatory Flats - Type 2 Plan, Observatory Flats",Denver,CO,80210,667,https://www.zillow.com/community/observatory-flats/2080273258_zpid/
House for sale,"1390 S Pennsylvania St, Denver, CO 80210","$1,675,000 ",1390 S Pennsylvania St,Denver,CO,80210,"4,002",https://www.zillow.com/homedetails/1390-S-Pennsylvania-St-Denver-CO-80210/13368695_zpid/
House for sale,"1195 S Monroe St, Denver, CO 80210","$1,920,000 ",1195 S Monroe St,Denver,CO,80210,"5,525",https://www.zillow.com/homedetails/1195-S-Monroe-St-Denver-CO-80210/2078177504_zpid/
House for sale,"2647 S High St, Denver, CO 80210","$600,000 ",2647 S High St,Denver,CO,80210,"2,085",https://www.zillow.com/homedetails/2647-S-High-St-Denver-CO-80210/13377548_zpid/
New construction,"Observatory Flats - Type 3 Plan, Observatory Flats, Denver, CO 80210","$299,000 ","Observatory Flats - Type 3 Plan, Observatory Flats",Denver,CO,80210,622,https://www.zillow.com/community/observatory-flats/2080273257_zpid/
House for sale,"1164 S High St, Denver, CO 80210","$2,350,000 ",1164 S High St,Denver,CO,80210,"5,747",https://www.zillow.com/homedetails/1164-S-High-St-Denver-CO-80210/72297949_zpid/
New construction,"Observatory Flats - Type 13 Plan, Observatory Flats, Denver, CO 80210","$425,000 ","Observatory Flats - Type 13 Plan, Observatory Flats",Denver,CO,80210,988,https://www.zillow.com/community/observatory-flats/2080273262_zpid/
House for sale,"2001 S Marion St, Denver, CO 80210","$749,000 ",2001 S Marion St,Denver,CO,80210,"1,800",https://www.zillow.com/homedetails/2001-S-Marion-St-Denver-CO-80210/13375896_zpid/
House for sale,"1161 S University Blvd, Denver, CO 80210","$650,000 ",1161 S University Blvd,Denver,CO,80210,"1,524",https://www.zillow.com/homedetails/1161-S-University-Blvd-Denver-CO-80210/13370118_zpid/
House for sale,"1339 S Corona St, Denver, CO 80210","$950,000 ",1339 S Corona St,Denver,CO,80210,"2,884",https://www.zillow.com/homedetails/1339-S-Corona-St-Denver-CO-80210/13370861_zpid/
Condo for sale,"2374 S University Blvd #506, Denver, CO 80210","$369,900 ",2374 S University Blvd #506,Denver,CO,80210,721,https://www.zillow.com/homedetails/2374-S-University-Blvd-506-Denver-CO-80210/318398712_zpid/
Condo for sale,"2374 S University Blvd #502, Denver, CO 80210","$529,900 ",2374 S University Blvd #502,Denver,CO,80210,994,https://www.zillow.com/homedetails/2374-S-University-Blvd-502-Denver-CO-80210/318398709_zpid/
Condo for sale,"2374 S University Blvd #508, Denver, CO 80210","$367,900 ",2374 S University Blvd #508,Denver,CO,80210,717,https://www.zillow.com/homedetails/2374-S-University-Blvd-508-Denver-CO-80210/318398714_zpid/
Apartment for sale,"2652 S Lincoln St, Denver, CO 80210","$450,000 ",2652 S Lincoln St,Denver,CO,80210,"1,746",https://www.zillow.com/homedetails/2652-S-Lincoln-St-Denver-CO-80210/63786714_zpid/
Condo for sale,"1125 S Race St Unit 105, Denver, CO 80210","$784,900 ",1125 S Race St UNIT 105,Denver,CO,80210,"1,394",https://www.zillow.com/homedetails/1125-S-Race-St-UNIT-105-Denver-CO-80210/87933044_zpid/
Condo for sale,"2225 Buchtel Blvd Apt 710, Denver, CO 80210","$225,000 ",2225 Buchtel Blvd APT 710,Denver,CO,80210,670,https://www.zillow.com/homedetails/2225-Buchtel-Blvd-APT-710-Denver-CO-80210/52964705_zpid/
House for sale,"2634 S Williams St, Denver, CO 80210","$1,045,000 ",2634 S Williams St,Denver,CO,80210,"3,645",https://www.zillow.com/homedetails/2634-S-Williams-St-Denver-CO-80210/13377534_zpid/
House for sale,"1240 S Milwaukee St, Denver, CO 80210","$1,550,000 ",1240 S Milwaukee St,Denver,CO,80210,"4,717",https://www.zillow.com/homedetails/1240-S-Milwaukee-St-Denver-CO-80210/13372605_zpid/
House for sale,"2686 S Madison St, Denver, CO 80210","$1,650,000 ",2686 S Madison St,Denver,CO,80210,"4,688",https://www.zillow.com/homedetails/2686-S-Madison-St-Denver-CO-80210/13375563_zpid/
Condo for sale,"1888 S Jackson St Apt 604, Denver, CO 80210","$225,000 ",1888 S Jackson St APT 604,Denver,CO,80210,840,https://www.zillow.com/homedetails/1888-S-Jackson-St-APT-604-Denver-CO-80210/13373843_zpid/
House for sale,"1982 S Logan St, Denver, CO 80210","$665,000 ",1982 S Logan St,Denver,CO,80210,"1,410",https://www.zillow.com/homedetails/1982-S-Logan-St-Denver-CO-80210/13377784_zpid/
House for sale,"2870 S High St, Denver, CO 80210","$619,900 ",2870 S High St,Denver,CO,80210,"1,698",https://www.zillow.com/homedetails/2870-S-High-St-Denver-CO-80210/13386593_zpid/
House for sale,"1110 S Milwaukee St, Denver, CO 80210","$1,695,000 ",1110 S Milwaukee St,Denver,CO,80210,"5,359",https://www.zillow.com/homedetails/1110-S-Milwaukee-St-Denver-CO-80210/13372314_zpid/
New construction,"Observatory Flats - Type 8 Plan, Observatory Flats, Denver, CO 80210","$495,000 ","Observatory Flats - Type 8 Plan, Observatory Flats",Denver,CO,80210,"1,011",https://www.zillow.com/community/observatory-flats/2080273263_zpid/
House for sale,"2389 S Lincoln St, Denver, CO 80210","$469,900 ",2389 S Lincoln St,Denver,CO,80210,946,https://www.zillow.com/homedetails/2389-S-Lincoln-St-Denver-CO-80210/13379050_zpid/
House for sale,"1476 S Garfield St, Denver, CO 80210","$675,000 ",1476 S Garfield St,Denver,CO,80210,"2,715",https://www.zillow.com/homedetails/1476-S-Garfield-St-Denver-CO-80210/13372083_zpid/
House for sale,"2102 S Milwaukee St, Denver, CO 80210","$1,550,000 ",2102 S Milwaukee St,Denver,CO,80210,"4,179",https://www.zillow.com/homedetails/2102-S-Milwaukee-St-Denver-CO-80210/13374453_zpid/
House for sale,"3615 E Jewell Ave, Denver, CO 80210","$600,000 ",3615 E Jewell Ave,Denver,CO,80210,"2,788",https://www.zillow.com/homedetails/3615-E-Jewell-Ave-Denver-CO-80210/13373793_zpid/
House for sale,"1126 S Columbine St, Denver, CO 80210","$945,000 ",1126 S Columbine St,Denver,CO,80210,"2,419",https://www.zillow.com/homedetails/1126-S-Columbine-St-Denver-CO-80210/13372413_zpid/
House for sale,"2531 S Cook St, Denver, CO 80210","$1,695,000 ",2531 S Cook St,Denver,CO,80210,"5,703",https://www.zillow.com/homedetails/2531-S-Cook-St-Denver-CO-80210/13375459_zpid/
House for sale,"1834 S Clarkson St, Denver, CO 80210","$539,500 ",1834 S Clarkson St,Denver,CO,80210,971,https://www.zillow.com/homedetails/1834-S-Clarkson-St-Denver-CO-80210/13369987_zpid/
House for sale,"2841 E Colorado Ave, Denver, CO 80210","$599,900 ",2841 E Colorado Ave,Denver,CO,80210,"1,886",https://www.zillow.com/homedetails/2841-E-Colorado-Ave-Denver-CO-80210/13373418_zpid/
Condo for sale,"2225 Buchtel Blvd Apt 609, Denver, CO 80210","$215,000 ",2225 Buchtel Blvd APT 609,Denver,CO,80210,885,https://www.zillow.com/homedetails/2225-Buchtel-Blvd-APT-609-Denver-CO-80210/52964693_zpid/
Condo for sale,"2374 S University Blvd #404, Denver, CO 80210","$429,900 ",2374 S University Blvd #404,Denver,CO,80210,883,https://www.zillow.com/homedetails/2374-S-University-Blvd-404-Denver-CO-80210/318398700_zpid/
House for sale,"2321 S Gilpin St, Denver, CO 80210","$675,000 ",2321 S Gilpin St,Denver,CO,80210,"1,428",https://www.zillow.com/homedetails/2321-S-Gilpin-St-Denver-CO-80210/130289914_zpid/
House for sale,"1502 S Clarkson St, Denver, CO 80210","$1,075,000 ",1502 S Clarkson St,Denver,CO,80210,"2,902",https://www.zillow.com/homedetails/1502-S-Clarkson-St-Denver-CO-80210/13369148_zpid/
House for sale,"1130 S University Blvd, Denver, CO 80210","$585,000 ",1130 S University Blvd,Denver,CO,80210,"1,036",https://www.zillow.com/homedetails/1130-S-University-Blvd-Denver-CO-80210/13372453_zpid/
House for sale,"1621 S Columbine St, Denver, CO 80210","$635,000 ",1621 S Columbine St,Denver,CO,80210,"1,322",https://www.zillow.com/homedetails/1621-S-Columbine-St-Denver-CO-80210/13373231_zpid/
House for sale,"1519 S York St, Denver, CO 80210","$749,000 ",1519 S York St,Denver,CO,80210,"2,370",https://www.zillow.com/homedetails/1519-S-York-St-Denver-CO-80210/13371616_zpid/
House for sale,"2330 E Louisiana Ave, Denver, CO 80210","$1,649,000 ",2330 E Louisiana Ave,Denver,CO,80210,"5,864",https://www.zillow.com/homedetails/2330-E-Louisiana-Ave-Denver-CO-80210/13370430_zpid/
House for sale,"1743 S Garfield St, Denver, CO 80210","$575,000 ",1743 S Garfield St,Denver,CO,80210,"1,632",https://www.zillow.com/homedetails/1743-S-Garfield-St-Denver-CO-80210/13373646_zpid/
House for sale,"2100 S Cook St, Denver, CO 80210","$1,849,000 ",2100 S Cook St,Denver,CO,80210,"5,910",https://www.zillow.com/homedetails/2100-S-Cook-St-Denver-CO-80210/118268329_zpid/
Condo for sale,"2200 S University Blvd Apt 205, Denver, CO 80210","$569,900 ",2200 S University Blvd APT 205,Denver,CO,80210,"1,880",https://www.zillow.com/homedetails/2200-S-University-Blvd-APT-205-Denver-CO-80210/82591804_zpid/
House for sale,"1145 S Vine St, Denver, CO 80210","$1,375,000 ",1145 S Vine St,Denver,CO,80210,"3,260",https://www.zillow.com/homedetails/1145-S-Vine-St-Denver-CO-80210/13370190_zpid/
